60,2023-06-04 05:07:00+00:00
timestep=60,x_sat,y_sat,z_sat,sat_in_sun,earth_sun,sat_pos,sun_sat_pos,lat,lon,height
3180.0,-44195801684.28421,-133189675630.48749,-57742622042.47224,False,[-4.41935032e+10 -1.33190315e+11 -5.77362280e+10],[-2298490.8532248    639223.60299397 -6394024.23718723],[-4.41958017e+10 -1.33189676e+11 -5.77426220e+10],-69.77929654434791,-177.76652898466324,465278.54751393123
3240.0,-44193690872.74947,-133190086347.34644,-57742964345.12311,True,[-4.41918232e+10 -1.33190799e+11 -5.77364376e+10],[-1867721.93717368   712201.23259784 -6526695.49402241],[-4.41936909e+10 -1.33190086e+11 -5.77429643e+10],-73.1916494785098,176.59258499434094,467380.0741603843
3300.0,-44191571674.04934,-133190500241.6883,-57743277269.890625,True,[-4.41901431e+10 -1.33191282e+11 -5.77366473e+10],[-1428571.86316269   781983.27814759 -6629996.70579995],[-4.41915717e+10 -1.33190500e+11 -5.77432773e+10],-76.39378647250578,168.4147969479934,469146.3382229785
3360.0,-44189446063.309296,-133190917624.14177,-57743560373.10877,True,[-4.41884630e+10 -1.33191766e+11 -5.77368569e+10],[ -983015.75647275   848259.11087294 -6703484.20649421],[-4.41894461e+10 -1.33190918e+11 -5.77435604e+10],-79.20067249168994,155.88272201955664,470562.91742722323
3420.0,-44187316040.96735,-133191338789.69836,-57743813341.65637,True,[-4.41867830e+10 -1.33192250e+11 -5.77370665e+10],[ -533054.05491805   910733.73923119 -6746844.87496552],[-4.41873160e+10 -1.33191339e+11 -5.77438133e+10],-81.2278244418016,136.48649344841218,471618.8561295883
3480.0,-44185183624.56703,-133191764016.55415,-57744035993.8856,True,[-4.41851029e+10 -1.33192733e+11 -5.77372761e+10],[  -80704.30181845   969128.96708798 -6759897.06338754],[-4.41851836e+10 -1.33191764e+11 -5.77440360e+10],-81.87192754320175,110.48203887945101,472306.7786488039
3540.0,-44183050840.53861,-133192193565.01436,-57744228280.10222,True,[-4.41834228e+10 -1.33193217e+11 -5.77374857e+10],[  372007.07278379  1023184.48914334 -6742591.07757961],[-4.41830508e+10 -1.33192194e+11 -5.77442283e+10],-80.83769197172819,85.64317141383317,472622.95700185245
3600.0,-44180919715.98115,-133192627676.4616,-57744390282.60329,True,[-4.41817428e+10 -1.33193700e+11 -5.77376953e+10],[  823052.97002816  1072658.92279785 -6695009.21458834],[-4.41809197e+10 -1.33192628e+11 -5.77443903e+10],-78.57212446971096,68.11942656950784,472567.3326825779
3660.0,-44178792270.45753,-133193066572.38835,-57744522215.27514,True,[-4.41800627e+10 -1.33194184e+11 -5.77379048e+10],[ 1270413.82726378  1117330.7754323  -6617365.36078757],[-4.41787923e+10 -1.33193067e+11 -5.77445222e+10],-75.6463095250719,56.872086287056085,472143.49252964987
3720.0,-44176670507.81376,-133193510453.49582,-57744624422.75319,True,[-4.41783826e+10 -1.33194667e+11 -5.77381144e+10],[ 1712085.79865905  1156999.34582159 -6510004.15163772],[-4.41766705e+10 -1.33193510e+11 -5.77446244e+10],-72.38522235616215,49.44440494994089,471358.59912889067
3780.0,-44174556408.035034,-133193959498.85988,-57744697379.142525,True,[-4.41767025e+10 -1.33195151e+11 -5.77383240e+10],[ 2146088.89924201  1191485.55802943 -6373399.6921914 ],[-4.41745564e+10 -1.33193959e+11 -5.77446974e+10],-68.94278475101282,44.246163262935454,470223.27659353823
3840.0,-44172451919.15107,-133194413865.16682,-57744741686.29612,True,[-4.41750224e+10 -1.33195634e+11 -5.77385335e+10],[ 2570475.09950138  1220632.72575655 -6208153.83548689],[-4.41724519e+10 -1.33194414e+11 -5.77447417e+10],-65.39355842988921,40.39955589473957,468751.45297537924
3900.0,-44170358949.205666,-133194873686.02089,-57744758071.64684,True,[-4.41733423e+10 -1.33196118e+11 -5.77387431e+10],[ 2983336.35587528  1244307.24466364 -6014994.01440302],[-4.41703589e+10 -1.33194874e+11 -5.77447581e+10],-61.7762813333347,37.4155025642352,466960.16099053284
3960.0,-44168279358.30667,-133195339071.32697,-57744747385.586975,True,[-4.41716622e+10 -1.33196601e+11 -5.77389526e+10],[ 3382812.56070402  1262399.20977539 -5794770.62122728],[-4.41682794e+10 -1.33195339e+11 -5.77447474e+10],-58.11254748817969,35.00868048158494,464869.2992016592
4020.0,-44166214950.77574,-133195810106.75154,-57744710598.38899,True,[-4.41699821e+10 -1.33197085e+11 -5.77391621e+10],[ 3767099.39252778  1274822.95463505 -5548453.92849406],[-4.41662150e+10 -1.33195810e+11 -5.77447106e+10],-54.41514916969426,33.004078028473394,462501.35628880106
4080.0,-44164167467.41941,-133196286853.26523,-57744648796.661026,True,[-4.41683019e+10 -1.33197568e+11 -5.77393717e+10],[ 4134456.04505005  1281517.50850881 -5277130.54433067],[-4.41641675e+10 -1.33196287e+11 -5.77446488e+10],-50.6920631926639,31.289284135525147,459881.1015625578
4140.0,-44162138577.9462,-133196769346.7718,-57744563179.3303,True,[-4.41666218e+10 -1.33198052e+11 -5.77395812e+10],[ 4483212.80994099  1282446.96760607 -4981999.39597441],[-4.41621386e+10 -1.33196769e+11 -5.77445632e+10],-46.94848838843207,29.789110222475546,457035.245423385
4200.0,-44160129873.55796,-133197257597.82709,-57744455053.14947,True,[-4.41649417e+10 -1.33198535e+11 -5.77397907e+10],[ 4811778.48558217  1277600.77603753 -4664367.23612869],[-4.41601299e+10 -1.33197258e+11 -5.77444551e+10],-43.18795167531684,28.451453795878983,453992.0740392324
4260.0,-44158142859.746056,-133197751591.45271,-57744325827.722176,True,[-4.41632615e+10 -1.33199019e+11 -5.77400002e+10],[ 5118647.58078971  1266993.91208596 -4325643.66845097],[-4.41581429e+10 -1.33197752e+11 -5.77443258e+10],-39.412940689330846,27.239069196221998,450781.06308670394
4320.0,-44156178949.32682,-133198251287.0491,-57744177010.04637,True,[-4.41615814e+10 -1.33199502e+11 -5.77402097e+10],[ 5402407.2794661   1250666.97531894 -3967335.6908883 ],[-4.41561789e+10 -1.33198251e+11 -5.77441770e+10],-35.62528215158966,26.12458100952337,447432.47596241767
4380.0,-44154239455.752594,-133198756618.41174,-57744010198.57707,True,[-4.41599012e+10 -1.33199985e+11 -5.77404192e+10],[ 5661744.129475    1228686.1701677  -3591041.75849034],[-4.41542395e+10 -1.33198757e+11 -5.77440102e+10],-31.826376869742905,25.08735152017702,443976.9523958187
4440.0,-44152325586.73779,-133199267493.85542,-57743827076.81394,True,[-4.41582210e+10 -1.33200469e+11 -5.77406286e+10],[ 5895450.41659957  1201143.18180503 -3198445.37098062],[-4.41523256e+10 -1.33199267e+11 -5.77438271e+10],-28.017350333015056,24.111447896978678,440445.0938601297
4500.0,-44150438438.2409,-133199783796.44978,-57743629406.42313,True,[-4.41565409e+10 -1.33200952e+11 -5.77408381e+10],[ 6102430.18257923  1168154.94052245 -2791308.1944727 ],[-4.41504384e+10 -1.33199784e+11 -5.77436294e+10],-24.199151656185087,23.184283247706027,436867.0525549467
4560.0,-44148578988.844635,-133200305384.3698,-57743419019.90693,True,[-4.41548607e+10 -1.33201435e+11 -5.77410476e+10],[ 6281704.84489839  1129863.27129578 -2371462.73131949],[-4.41485790e+10 -1.33200305e+11 -5.77434190e+10],-20.372619804198102,22.295682426617528,433272.13099557866
4620.0,-44146748094.57744,-133200832091.36366,-57743197812.84091,True,[-4.41531805e+10 -1.33201919e+11 -5.77412570e+10],[ 6432418.37533123  1086434.42587136 -1940804.55710355],[-4.41467481e+10 -1.33200832e+11 -5.77431978e+10],-16.53852844704747,21.43722201324454,429688.39936431206
4680.0,-44144946484.219,-133201363727.34013,-57742967735.7021,True,[-4.41515003e+10 -1.33202402e+11 -5.77414665e+10],[ 6553841.99439729  1038058.49545283 -1501284.14887544],[-4.41449465e+10 -1.33201364e+11 -5.77429677e+10],-12.697616492813715,20.601750570134467,426142.33773234073
4740.0,-44143174755.13194,-133201900079.07622,-57742730785.3181,True,[-4.41498201e+10 -1.33202885e+11 -5.77416759e+10],[ 6645378.33969832   984948.70296989 -1054898.3342423 ],[-4.41431748e+10 -1.33201900e+11 -5.77427308e+10],-8.850608840721302,19.7830287979355,422658.5100336329
4800.0,-44141433369.6598,-133202440911.04543,-57742488995.971725,True,[-4.41481399e+10 -1.33203368e+11 -5.77418853e+10],[6706565.06788251  927340.57486426 -603681.39606385],[-4.41414334e+10 -1.33202441e+11 -5.77424890e+10],-4.998230402519268,18.975449437859112,419259.276247141
4860.0,-44139722652.12928,-133202985966.36543,-57742244430.20146,True,[-4.41464597e+10 -1.33203851e+11 -5.77420947e+10],[6737077.85245739  865490.99341523 -149695.87283433],[-4.41397227e+10 -1.33202986e+11 -5.77422444e+10],-1.1412155454857837,18.173809129101883,415964.5486239942
4920.0,-44138042786.491,-133203534967.863,-57741999169.34233,True,[-4.41447795e+10 -1.33204335e+11 -5.77423041e+10],[6736732.74303854  799677.1317276   304976.90040094],[-4.41380428e+10 -1.33203535e+11 -5.77419992e+10],2.719685423447053,17.37311192264052,412791.5969832965
4980.0,-44136393814.62909,-133204087619.25333,-57741755303.856705,True,[-4.41430993e+10 -1.33204818e+11 -5.77425136e+10],[6705487.85568724  730195.27466674  758246.46123247],[-4.41363938e+10 -1.33204088e+11 -5.77417553e+10],6.5837014113638,16.56838847120854,409754.9071128712
5040.0,-44134775635.36542,-133204643606.42834,-57741514923.508286,True,[-4.41414191e+10 -1.33205301e+11 -5.77427229e+10],[6643444.36875668  657359.53018226 1208023.04596736],[-4.41347756e+10 -1.33204644e+11 -5.77415149e+10],10.450036145395323,15.754516970038116,406866.09517385956
5100.0,-44133188004.178406,-133205202598.84967,-57741280107.43556,True,[-4.41397389e+10 -1.33205784e+11 -5.77429323e+10],[6550846.80402359  581500.43660168 1652227.51605785],[-4.41331880e+10 -1.33205203e+11 -5.77412801e+10],14.317863048542472,14.926032130134223,404133.8797549141
5160.0,-44131630533.65108,-133205764251.03865,-57741052914.18402,True,[-4.41380586e+10 -1.33206267e+11 -5.77431417e+10],[6428082.57868445  502963.47254985 2088801.32601673],[-4.41316305e+10 -1.33205764e+11 -5.77410529e+10],18.18631808003621,14.076906863085414,401564.11189197
5220.0,-44130102694.65641,-133206328204.15607,-57740835371.757385,True,[-4.41363784e+10 -1.33206750e+11 -5.77433511e+10],[6275680.81996487  422107.47717489 2515716.47211702],[-4.41301027e+10 -1.33206328e+11 -5.77408354e+10],22.054488957206534,13.200287616193549,399159.86201129906
5280.0,-44128603818.28206,-133206894087.66304,-57740629467.7495,True,[-4.41346981e+10 -1.33207233e+11 -5.77435605e+10],[6094310.44043218  339302.98926918 2930985.36048204],[-4.41286038e+10 -1.33206894e+11 -5.77406295e+10],25.921398688887006,12.288157627103391,396921.56141006027
5340.0,-44127133098.48982,-133207461521.05377,-57740437139.61817,True,[-4.41330179e+10 -1.33207716e+11 -5.77437698e+10],[5884777.47848385  254930.51465054 3332670.53323365],[-4.41271331e+10 -1.33207462e+11 -5.77404371e+10],29.78598053742804,11.330891274351004,394847.19460953516
5400.0,-44125689595.49927,-133208030115.64964,-57740260265.161545,True,[-4.41313376e+10 -1.33208199e+11 -5.77439792e+10],[5648021.71477612  169378.73184085 3718894.19226736],[-4.41256896e+10 -1.33208030e+11 -5.77402603e+10],33.647040183296,10.316644503336983,392932.5377422391
5460.0,-44124272239.878494,-133208599476.44482,-57740100653.255196,True,[-4.41296574e+10 -1.33208683e+11 -5.77441885e+10],[5385112.58140247   83042.64657626 4087847.46196774],[-4.41242722e+10 -1.33208599e+11 -5.77401007e+10],37.50319862252117,9.230496194309614,391171.43710429897
5520.0,-44122879837.319855,-133209169203.99216,-57739960034.906685,True,[-4.41279771e+10 -1.33209166e+11 -5.77443978e+10],[ 5.09724439e+06 -3.67829397e+03  4.43779933e+06],[-4.41228798e+10 -1.33209169e+11 -5.77399600e+10],41.352805497851655,8.053204509886278,389556.1211456657
